,Unnamed: 0,MapRefNo,Neighborhood_x,GrLivArea,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MSSubClass_other,MSSubClass_1-1/2 STORY FINISHED ALL AGES,MSSubClass_1-STORY 1945 & OLDER,MSSubClass_1-STORY 1946 & NEWER ALL STYLES,MSSubClass_1-STORY PUD (Planned Unit Development) - 1946 & NEWER,MSSubClass_2-STORY 1945 & OLDER,MSSubClass_2-STORY 1946 & NEWER,MSSubClass_2-STORY PUD - 1946 & NEWER,MSSubClass_DUPLEX - ALL STYLES AND AGES,MSSubClass_SPLIT OR MULTI-LEVEL,MSZoning_other,MSZoning_FV,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSewr,LotConfig_other,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_other,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition2_other,Condition2_Norm,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_other,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_other,RoofStyle_Gable,RoofStyle_Hip,RoofMatl_other,RoofMatl_CompShg,Exterior1st_other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_other,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_other,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_other,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Heating_other,Heating_GasA,Electrical_other,Electrical_FuseA,Electrical_SBrkr,GarageType_other,GarageType_Attchd,GarageType_BuiltIn,GarageType_Detchd,PavedDrive_N,PavedDrive_P,PavedDrive_Y,SalePrice,TotalSF,Price/SF,BsmtPercentUnfinished,LowQualFinishedPercent,TotalAuxSF,relativeAuxSF,Price/AuxSF,LogSalePrice,Prop_Addr,Neighborhood_y,Address,geometry,address,lon,lat,nearest_park,nearest_stream,ISU_distance,nearest_large_park,neighborhood_YearBuilt,neighborhood_TotalSF,neighborhood_Price/SF,neighborhood_count,neighborhood_median_price,TotalSf-NSF,Price/SF-NPrice/SF,SalePrice-NMedPrice,YearBuilt-NYearBuilt
410,1012,526354070,NAmes,2112,11075,0,1,6,5,1969,1969,0.0,3,3,2,3,2,5,500.0,2,276.0,176.0,952.0,3,1,1092,1020,0,0.0,0.0,2,1,4,1,3,9,8,2,1969.0,1,2.0,576.0,3,3,280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,206900,3064.0,67.5261096605744,0.1848739495798319,0.0,11651.0,883.4432176656155,17.75813234915458,12.239990863733636,2811 NORTHWOOD DR,N Ames,2811 NORTHWOOD DR Ames Iowa,POINT (-93.6174714724021 42.0493637483811),"2811, Northwood Drive, Northwood Estates, Ames, Story County, Iowa, 50010, United States",-93.6174714724021,42.049363748381104,0.0033306673928071018,0.004266620564497005,0.033340743001597256,0.018047857465937796,1959.0,2248.0,64.63124504361618,305,141500.0,816.0,2.8948646169582304,65400.0,10.0
411,1775,527404150,NAmes,858,7340,1,1,4,6,1971,1971,0.0,3,3,3,3,1,5,322.0,1,0.0,536.0,858.0,3,1,858,0,0,0.0,0.0,1,0,2,1,3,4,8,0,1979.0,1,1.0,684.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,110000,1716.0,64.1025641025641,0.6247086247086248,0.0,8024.0,-2743.5567823343845,13.70887337986042,11.608235644774552,3214 NIXON AVE,N Ames,3214 NIXON AVE Ames Iowa,POINT (-93.62802456691793 42.05358836993309),"3214, Nixon Avenue, Glenview Heights, Ames, Story County, Iowa, 50010, United States",-93.62802456691793,42.05358836993309,0.004770788864796051,0.01010065194908483,0.028759158910446534,0.01915161352461882,1959.0,2248.0,64.63124504361618,305,141500.0,-532.0,-0.5286809410520732,-31500.0,12.0
412,1149,534400030,NAmes,1128,8700,0,1,5,6,1963,1963,148.0,3,4,3,3,2,5,776.0,1,0.0,344.0,1120.0,4,1,1128,0,0,1.0,0.0,2,0,3,1,3,6,8,0,1963.0,2,2.0,525.0,3,3,192,20,123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,155000,2248.0,68.95017793594306,0.3071428571428571,0.0,9368.0,-1399.5567823343845,16.545687446626815,11.951180395901384,1903 COOLIDGE DR,N Ames,1903 COOLIDGE DR Ames Iowa,POINT (-93.62930602362958 42.04134689434346),"1903, Coolidge Drive, Bel-Air, Ames, Story County, Iowa, 50010, United States",-93.62930602362958,42.041346894343455,0.006321746519987958,0.007865752797804033,0.019050173754100938,0.006843526226871352,1959.0,2248.0,64.63124504361618,305,141500.0,0.0,4.318932892326885,13500.0,4.0
413,1583,534476260,NAmes,1520,9600,0,1,6,6,1955,1972,164.0,3,3,3,3,3,4,674.0,2,132.0,350.0,1156.0,5,1,1520,0,0,1.0,0.0,1,0,3,1,3,7,8,2,1955.0,2,1.0,364.0,3,3,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,153000,2676.0,57.17488789237668,0.3027681660899654,0.0,10153.0,-614.5567823343845,15.069437604648872,11.938193200374572,1422 CURTISS AVE,N Ames,1422 CURTISS AVE Ames Iowa,POINT (-93.62457037583893 42.0361180671141),"1422, Curtiss Avenue, Ames, Story County, Iowa, 50010, United States",-93.62457037583893,42.036118067114096,0.005743121427377981,0.006270400669330395,0.021030542307538248,0.005743121427377981,1959.0,2248.0,64.63124504361618,305,141500.0,428.0,-7.456357151239494,11500.0,-4.0
414,1608,535125010,NAmes,2207,19900,0,1,7,5,1970,1989,287.0,3,3,4,3,4,6,912.0,1,0.0,1035.0,1947.0,3,1,2207,0,0,1.0,0.0,2,0,3,1,3,7,7,1,1970.0,2,2.0,576.0,3,3,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,180000,4154.0,43.331728454501686,0.5315870570107858,0.0,20476.0,9708.443217665616,8.790779449111154,12.100712129872347,2735 DUFF AVE,N Ames,2735 DUFF AVE Ames Iowa,POINT (-93.61428673550057 42.04888291835724),"2735, Duff Avenue, Ames, Story County, Iowa, 50010, United States",-93.61428673550057,42.04888291835724,0.0002202090577866051,0.001419859038519183,0.03573910648617442,0.01532853264421298,1959.0,2248.0,64.63124504361618,305,141500.0,1906.0,-21.29951658911449,38500.0,11.0
415,830,526302040,NAmes,1024,10533,1,1,6,6,1956,1956,244.0,3,4,3,3,1,3,773.0,1,0.0,235.0,1008.0,3,1,1024,0,0,1.0,0.0,1,0,2,1,4,5,8,2,1956.0,1,1.0,313.0,3,3,0,0,0,0,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,157500,2032.0,77.50984251968504,0.2331349206349206,0.0,11126.0,358.4432176656155,14.156030918569115,11.967180737247824,3113 NORTHWOOD DR,N Ames,3113 NORTHWOOD DR Ames Iowa,POINT (-93.61827582597934 42.05357834520508),"3113, Northwood Drive, Overland Heights, Ames, Story County, Iowa, 50010, United States",-93.61827582597934,42.05357834520508,0.005798851047185855,0.006014314841830829,0.035323316614985195,0.021468968866233316,1959.0,2248.0,64.63124504361618,305,141500.0,-216.0,12.878597476068862,16000.0,-3.0
416,1409,535305180,NAmes,1008,8923,0,1,5,7,1953,2006,0.0,3,3,3,3,1,4,643.0,1,0.0,365.0,1008.0,4,1,1008,0,0,1.0,0.0,1,0,2,1,4,6,8,0,1953.0,1,1.0,240.0,3,3,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,134500,2016.0,66.71626984126983,0.3621031746031746,0.0,9181.0,-1586.5567823343845,14.64982028101514,11.809319478024031,1706 CLARK AVE,N Ames,1706 CLARK AVE Ames Iowa,POINT (-93.61704195959595 42.0393602020202),"1706, Clark Avenue, Ames, Story County, Iowa, 50010, United States",-93.61704195959595,42.0393602020202,0.006691760448918004,0.009316381751050708,0.029184249551629196,0.013813123249950272,1959.0,2248.0,64.63124504361618,305,141500.0,-232.0,2.0850247976536593,-7000.0,-6.0
417,392,534479300,NAmes,936,9888,0,1,5,6,1954,1975,0.0,3,4,3,3,1,4,486.0,1,0.0,450.0,936.0,3,1,936,0,0,0.0,0.0,1,0,2,1,3,5,8,0,1954.0,1,1.0,240.0,3,3,0,0,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,121000,1872.0,64.63675213675214,0.4807692307692308,0.0,10288.0,-479.5567823343845,11.761275272161742,11.703545824578878,1512 HARDING AVE,N Ames,1512 HARDING AVE Ames Iowa,POINT (-93.62139599190822 42.037195530778),"1512, Harding Avenue, Ames, Story County, Iowa, 50010, United States",-93.62139599190822,42.037195530778,0.009092682054255981,0.009402652783690768,0.024380303765903475,0.009092682054255981,1959.0,2248.0,64.63124504361618,305,141500.0,-376.0,0.005507093135960872,-20500.0,-5.0
418,1267,535154080,NAmes,1442,9750,0,1,6,6,1958,1958,243.0,3,3,3,3,1,3,608.0,1,0.0,834.0,1442.0,4,1,1442,0,0,0.0,0.0,1,1,4,1,3,7,8,0,1958.0,2,1.0,301.0,3,3,0,0,275,0,0,0,500,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,157900,2884.0,54.750346740638,0.5783633841886269,0.0,10326.0,-441.5567823343845,15.291497191555298,11.969717200243734,327 22ND ST,N Ames,327 22ND ST Ames Iowa,POINT (-93.61528699205522 42.04394870933164),"327, 22nd Street, Broadmoor, Ames, Story County, Iowa, 50010, United States",-93.61528699205522,42.04394870933164,0.0022229211361245484,0.0045062664389551085,0.03251523944125104,0.01330777317759931,1959.0,2248.0,64.63124504361618,305,141500.0,636.0,-9.880898302978174,16400.0,-1.0
419,2358,535179020,NAmes,1580,10032,0,1,6,5,1959,1959,432.0,3,3,3,3,1,3,734.0,1,0.0,510.0,1244.0,5,1,1580,0,0,1.0,0.0,1,1,3,1,3,6,8,2,1956.0,1,2.0,440.0,3,3,0,28,0,0,160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,159500,2824.0,56.48016997167139,0.409967845659164,0.0,10660.0,-107.55678233438448,14.9624765478424,11.979799201207037,306 22ND ST,N Ames,306 22ND ST Ames Iowa,POINT (-93.61390747403851 42.04375970105864),"306, 22nd Street, Broadmoor, Ames, Story County, Iowa, 50010, United States",-93.61390747403851,42.04375970105864,0.0020360961280309654,0.003992839823865893,0.033693697105576535,0.01198878739151698,1959.0,2248.0,64.63124504361618,305,141500.0,576.0,-8.151075071944788,18000.0,0.0
420,2123,534476080,NAmes,1150,9600,0,1,5,6,1955,1955,176.0,3,4,3,3,1,4,368.0,1,0.0,710.0,1078.0,5,1,1150,0,0,1.0,0.0,1,0,2,1,3,6,8,0,1955.0,3,1.0,288.0,3,3,0,0,0,0,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,144000,2228.0,64.63195691202873,0.6586270871985158,0.0,10063.0,-704.5567823343845,14.309847957865449,11.877568578558138,1431 MARSTON AVE,N Ames,1431 MARSTON AVE Ames Iowa,POINT (-93.623741 42.03621528610542),"1431, Marston Avenue, Ames, Story County, Iowa, 50010, United States",-93.623741,42.036215286105424,0.00656885266885756,0.0069487137495823125,0.02185415566122717,0.00656885266885756,1959.0,2248.0,64.63124504361618,305,141500.0,-20.0,0.0007118684125515529,2500.0,-4.0
421,1733,535456110,NAmes,900,7200,0,1,5,7,1951,2000,0.0,3,3,3,3,2,4,234.0,3,486.0,180.0,900.0,3,1,900,0,0,0.0,1.0,1,0,3,1,4,5,8,0,2005.0,1,2.0,576.0,3,3,222,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,134800,1800.0,74.88888888888889,0.2,0.0,7808.0,-2959.5567823343845,17.264344262295083,11.811547477460344,1326 STAFFORD AVE,N Ames,1326 STAFFORD AVE Ames Iowa,POINT (-93.60776744897959 42.03490536734694),"1326, Stafford Avenue, Sunrise, Ames, Story County, Iowa, 50010, United States",-93.60776744897959,42.03490536734694,0.003061147199197672,0.01076129670747717,0.03728041517507339,0.004517984860150985,1959.0,2248.0,64.63124504361618,305,141500.0,-448.0,10.25764384527271,-6700.0,-8.0
422,1403,526353050,NAmes,2117,12925,1,1,6,7,1970,1970,0.0,3,3,3,3,2,4,865.0,1,0.0,340.0,1205.0,5,1,2117,0,0,0.0,0.0,2,1,4,1,3,7,8,2,1970.0,3,2.0,550.0,3,3,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,237500,3322.0,71.49307645996387,0.2821576763485477,0.0,13517.0,2749.4432176656155,17.570466819560554,12.377922902456833,2907 DUFF AVE,N Ames,2907 DUFF AVE Ames Iowa,POINT (-93.6105711 42.0310741),"Duff Avenue, Ames, Story County, Iowa, 50010, United States",-93.6105711,42.0310741,0.0012248168230414224,0.014792580654501734,0.03418898411331167,0.008098620075672493,1959.0,2248.0,64.63124504361618,305,141500.0,1074.0,6.861831416347698,96000.0,11.0
423,869,534225120,NAmes,1728,13101,1,1,5,5,1965,1965,108.0,3,3,3,3,1,2,231.0,1,0.0,1497.0,1728.0,3,1,1728,0,0,0.0,0.0,2,0,6,2,3,10,8,0,1987.0,1,2.0,576.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,142600,3456.0,41.26157407407408,0.8663194444444444,0.0,13677.0,2909.4432176656155,10.42626306938656,11.867798786962332,2704 MELROSE AVE,N Ames,2704 MELROSE AVE Ames Iowa,POINT (-93.62460230980588 42.04820777421599),"2704, Melrose Avenue, North Grand, Ames, Story County, Iowa, 50010, United States",-93.62460230980588,42.04820777421599,0.007812669919293129,0.011489551353451134,0.0270267844981598,0.014721812342641624,1959.0,2248.0,64.63124504361618,305,141500.0,1208.0,-23.369670969542092,1100.0,6.0
424,604,534252040,NAmes,1344,9503,0,1,5,5,1958,1983,0.0,3,3,3,3,1,5,457.0,3,374.0,193.0,1024.0,3,1,1344,0,0,1.0,0.0,1,0,2,1,3,6,7,1,1970.0,1,1.0,484.0,3,3,316,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,144000,2368.0,60.810810810810814,0.1884765625,0.0,10015.0,-752.5567823343845,14.37843235147279,11.877568578558138,2303 MELROSE AVE,N Ames,2303 MELROSE AVE Ames Iowa,POINT (-93.62479946563464 42.04467577213927),"2303, Melrose Avenue, Melrose Park, Ames, Story County, Iowa, 50010, United States",-93.62479946563464,42.04467577213927,0.007837887759410399,0.012388148438633418,0.02465265022972879,0.01142778185718727,1959.0,2248.0,64.63124504361618,305,141500.0,120.0,-3.8204342328053613,2500.0,-1.0
425,627,535475020,NAmes,1796,7056,0,1,6,5,1963,1963,415.0,3,3,3,3,1,4,400.0,1,0.0,380.0,780.0,3,1,983,813,0,1.0,0.0,1,1,4,1,3,8,8,1,1963.0,2,2.0,483.0,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,140000,2576.0,54.34782608695652,0.4871794871794871,0.0,7589.0,-3178.5567823343845,18.44775332718408,11.84939770159144,1531 LINDEN DR,N Ames,1531 LINDEN DR Ames Iowa,POINT (-93.60502794949495 42.03693412121212),"1531, Linden Drive, Crestwood, Ames, Story County, Iowa, 50010, United States",-93.60502794949495,42.03693412121212,0.0017621725062746865,0.0076630670955123905,0.04028889467064882,0.0017621725062746865,1959.0,2248.0,64.63124504361618,305,141500.0,328.0,-10.283418956659652,-1500.0,4.0
426,2313,534431070,NAmes,1556,17360,0,1,6,6,1949,1950,340.0,3,4,3,3,1,3,300.0,1,0.0,482.0,782.0,3,1,1019,537,0,0.0,0.0,2,0,3,1,3,6,8,1,1949.0,1,2.0,470.0,3,3,0,0,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,172500,2338.0,73.78100940975193,0.6163682864450127,0.0,17980.0,7212.443217665615,9.593993325917689,12.058152515453552,1621 GRAND AVE,N Ames,1621 GRAND AVE Ames Iowa,POINT (-93.62054040816327 42.0386104489796),"1621, Grand Avenue, Ames, Story County, Iowa, 50010, United States",-93.62054040816327,42.0386104489796,0.009537130473347012,0.010941565619662882,0.025630306646562587,0.010381984057993433,1959.0,2248.0,64.63124504361618,305,141500.0,90.0,9.149764366135756,31000.0,-10.0
427,856,527427210,NAmes,1419,8773,2,1,6,5,2002,2002,0.0,4,3,4,3,1,6,951.0,1,0.0,536.0,1487.0,5,1,1419,0,0,1.0,0.0,2,0,2,1,4,4,8,0,2002.0,3,2.0,543.0,3,3,196,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,190000,2906.0,65.3819683413627,0.3604572965702757,0.0,9384.0,-1383.5567823343845,20.247229326513214,12.154779351142624,3405 POLARIS DR,N Ames,3405 POLARIS DR Ames Iowa,POINT (-93.6244069848543 42.0554806326207),"3405, Polaris Drive, Polaris Apartments, Ames, Story County, Iowa, 50010, United States",-93.6244069848543,42.0554806326207,0.008742734171315013,0.009937192560758697,0.03245462970130696,0.021690706776535937,1959.0,2248.0,64.63124504361618,305,141500.0,658.0,0.7507232977465179,48500.0,43.0
428,700,535403280,NAmes,1306,8712,1,1,5,7,1957,2000,0.0,3,4,3,3,2,4,860.0,1,0.0,132.0,992.0,3,1,1306,0,0,1.0,0.0,1,0,2,1,3,5,8,0,1968.0,1,1.0,756.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,153000,2298.0,66.57963446475196,0.1330645161290322,0.0,9468.0,-1299.5567823343845,16.159695817490494,11.938193200374572,1640 CARROLL AVE,N Ames,1640 CARROLL AVE Ames Iowa,POINT (-93.60930168616562 42.03914984821677),"1640, Carroll Avenue, Edgewood Terrace, Ames, Story County, Iowa, 50010, United States",-93.60930168616562,42.03914984821677,0.003814317974700501,0.008626359617867849,0.03656138489516348,0.00609713852066705,1959.0,2248.0,64.63124504361618,305,141500.0,50.0,1.9483894211357864,11500.0,-2.0
